longvolume,shortvolume,change_2,change2,change_10,change_3,change,volume
31.4593983,-0.007794697302,0.1165646439,0.06344589302,0.2344513356,0.1446769622,0.06718152431,31.45160361
0,-31.89468,0.1485683182,0.003509611001,0.08822784963,-0.0002236433322,-0.06362916626,-31.89468
87.658146,0,-0.02926178392,0.1165646439,0.2448584292,0.1838244782,0.1802913046,87.658146
14.35254851,-30.84308349,0.07465493992,0.1485510893,0.2410869213,0.08484461916,-0.03168309351,-16.49053498
14.17588934,-32.00301666,0.05443529097,-0.02926178392,0.1225564175,0.1509767643,0.00240489871,-17.82712731
52.785372,0,0.01436713541,0.07463774925,0.2769675913,0.04294819342,0.07223111345,52.785372
39.73903029,-16.97699771,-0.09907704352,0.05443529097,0.1842434049,0.05684149879,-0.01778297764,22.76203257
24.647278,0,-0.1604357096,0.01436713541,0.3188815918,0.0866086264,0.03215583131,24.647278
2.261584679,-41.70037232,-0.02464345611,-0.09907704352,0.1060069395,-0.1168424023,-0.1311735493,-39.43878764
9.872163106,-20.49458089,-0.004899192665,-0.1604185746,0.08042858544,-0.1283314677,-0.02928343738,-10.62241779
19.3923694,-14.3250166,0.02313686764,-0.02464345611,0.01788012238,-0.1557846797,0.004641340419,5.067352809
15.69176665,-6.428825346,-0.01717380093,-0.004899192665,0.07199609828,-0.03418119539,-0.009522902581,9.262941308
21.548622,0,-0.0803588169,0.02315406097,-0.07545556253,0.02777928192,0.03268007564,21.548622
1.092454101,-20.9947269,-0.01722833266,-0.01717380093,-0.09361927121,-0.02669506806,-0.04817141117,-19.9022728
5.200265305,-23.9225487,0.001031951808,-0.07869314725,-0.1265289849,-0.04770500258,-0.0322724739,-18.72228339
9.388920508,-23.44804049,-0.0132760126,-0.01896459175,-0.1853308973,-0.0653914447,0.01331217832,-14.05911998
7.151374222,-11.00008178,-0.08332924857,0.001031951808,-0.1798357357,-0.03124085513,-0.01227859197,-3.848707556
27.8292771,-4.573906899,0.01004432747,-0.0132760126,-0.2129017244,3.44E-05,-0.0009975431201,23.2553702
4.554192035,-25.05420497,0.02203310474,-0.08332924857,-0.1641006711,-0.09559760887,-0.08234971178,-20.50001293
30.24075,0,-0.09305547506,0.01002712656,-0.04252843036,0.009046684158,0.09245297309,30.24075
7.358964492,-15.28210451,-0.06302145001,0.02203310474,-0.117472051,-0.06033475123,-0.07038919394,-7.923140016
4.350044563,-15.22983344,-0.04280992874,-0.09308983797,-0.1306515386,-0.0006885345231,-0.02271663408,-10.87978887
9.571321045,-29.71647195,0.03829822261,-0.06302145001,-0.2018627883,-0.1333662837,-0.0350312863,-20.14515091
20.55153896,-3.066664039,0.02972319372,-0.03752737303,-0.1579924149,-0.06551683784,-0.002496961456,17.48487492
24.834674,0,-0.04263865999,0.03829822261,-0.08501562977,0.003253519956,0.04079620273,24.834674
6.726568313,-23.51015369,0.02442913047,0.02972319372,-0.1093723318,0.02722549008,-0.01108570541,-16.78358537
27.60487635,-11.98761865,0.1043947575,-0.04265586648,-0.1286486645,-0.001859852214,-0.03155645093,15.61725769
23.52491802,-0.007233984626,0.09879419448,0.02444635042,-0.07172061364,0.01334071692,0.0560032486,23.51768403
20.822083,0,-0.005849093055,0.1043775184,0.05899019527,0.07280536332,0.04836441364,20.822083
19.928188,0,-0.03334022261,0.09881142302,0.01693949573,0.154852771,0.05042262278,19.928188
3.234201651,-22.02009635,0.05539759213,-0.005849093055,0.03109769529,0.0425124917,-0.05146573307,-18.7858947
14.764464,-5.489352,-0.02012432706,-0.02856150439,0.08204378894,0.01706558915,0.02291602258,9.275112
20.028528,0,-0.1010532267,0.05539759213,0.1496282627,0.003903348282,0.03245692191,20.028528
7.057024686,-19.39659031,-0.07710717019,-0.02014152388,0.09946765175,0.002787083828,-0.05258137949,-12.33956563
0.1481794562,-20.55989954,0.05137808591,-0.1010532267,0.0101045172,-0.06862910356,-0.04851454318,-20.41172009
12.21910068,-40.45546832,-0.05440577445,-0.07712436067,-0.007419983824,-0.1296480057,-0.02862370414,-28.23636763
17.79551779,-10.68483521,-0.04913248309,0.05137808591,0.1041708643,0.002838616888,0.08002469609,7.110682585
0.2117441375,-22.26754286,0.07843175085,-0.05440577445,-0.08622979086,-0.08301390565,-0.1343401591,-22.05579872
23.00020341,-1.53455759,0.01879518396,-0.04914967789,-0.04933882024,0.03085289488,0.08530508022,21.46564582
3.281037654,-18.05066335,-0.003545855136,0.07843175085,-0.1017965719,-0.05601377361,-0.006867471062,-14.76962569
7.390825116,-11.30361488,-0.06783579882,0.01879518396,-0.02470526158,0.1041162974,0.02566441752,-3.912789767
2.843916659,-13.98227634,0.0220504927,-0.003545855136,-0.07681643521,-0.01041308269,-0.02920277793,-11.13835968
4.887282219,-16.53675078,0.03776379769,-0.06783579882,-0.1478399937,-0.04218879097,-0.03862709925,-11.64946856
18.14104562,-4.781397379,-0.05871951193,0.02206771,-0.03466553351,-0.007158724584,0.06071826295,13.35964824
2.322821079,-25.31252792,-0.07475889696,0.03776379769,-0.009087983036,-0.0008778886193,-0.02295774192,-22.98970684
0,-22.602059,-0.002858489447,-0.05873671153,-0.01625286427,0.001963097554,-0.03578718554,-22.602059
0,-36.165104,0.03104221034,-0.07475889696,-0.135165915,-0.09769947593,-0.0390028764,-36.165104
19.01442885,-0.008852154958,0.006939784199,-0.002875708767,0.03531409823,-0.03864465201,0.03612403101,19.00557669
18.85633874,-4.334304256,0.01233036917,0.03102497847,-0.05504303873,-0.007972773409,-0.005097211223,14.52203449
4.340568391,-11.22457261,-0.05084804133,0.006939784199,-0.03614706692,0.04306632214,0.01205483227,-6.884004217
4.079726283,-18.43773072,-0.02613853735,0.01234759248,-0.06150308092,0.007232529438,0.0002927249247,-14.35800443
0.005154773381,-17.85098023,0.01152544721,-0.05084804133,-0.08341663234,-0.03879933871,-0.05112340629,-17.84582545
14.19318225,-5.343200751,0.06391664897,-0.02612132278,-0.01980317708,-0.02584588894,0.02501487196,8.849981499
8.257106869,-8.002572131,0.1057497258,0.01152544721,-0.09396497068,-0.03960385129,-0.01350327248,0.254534737
25.38178128,-0.00801572123,-0.02623194617,0.0638994144,0.006334624472,0.0889475096,0.07739590096,25.37376556
15.118605,0,-0.04986788795,0.1057324817,0.0704462549,0.09223217361,0.02833188375,15.118605
0,-18.096102,0.007919856561,-0.02621473812,0.05488372093,0.05114365234,-0.05454837047,-18.096102
11.22125402,-1.79882698,0.05807049962,-0.04988508706,0.02341961913,-0.02155013272,0.004648610659,9.422427039
17.90398201,-0.01118998876,0.0128945713,0.007902638121,0.0317903148,-0.04663283406,0.003253876202,17.89279202
30.359639,0,0.02183477493,0.05807049962,0.07455876022,0.06272180975,0.05481483981,30.359639
0,-18.161622,0.1189280467,0.0128945713,0.03235462459,0.01614886707,-0.04188010349,-18.161622
29.38214131,-0.007934685747,-0.0226213247,0.02185198498,0.147332772,0.07666158344,0.06374156625,29.37420663
55.405727,0,-0.03775593573,0.1189108128,0.1774715811,0.07699813604,0.05515131519,55.405727
6.681771652,-16.00956935,-0.001651816379,-0.02260412606,0.1131223863,0.04110582236,-0.07769540204,-9.327797697
39.89538777,-10.95668423,-0.04117570571,-0.03773874917,0.07571807813,0.01737455656,0.0400049348,28.93870355
6.837299746,-12.88983725,-0.01011754244,-0.001634610239,0.005712952364,-0.07934593504,-0.04160570144,-6.052537507
19.93637433,-14.56275467,-0.03443046234,-0.04115851325,0.06072462887,-0.001187243226,-0.01004766101,5.373619666
13.69935911,-7.455845888,-0.06504792552,-0.02061146899,0.04550261799,-0.05171903441,-0.0105648695,6.243513223
0,-36.557384,0.03760943097,-0.03443046234,0.01836916899,-0.04447466389,-0.02388531881,-36.557384
5.299365505,-20.0882925,0.0997706343,-0.06506512277,-0.07758314981,-0.0756059228,-0.04118964224,-14.78892699
30.28891369,-5.300042313,0.1394725097,0.03760943097,0.04306816061,0.01371512903,0.07883154364,24.98887137
20.623384,-9.527179003,-0.01305668528,0.0997706343,0.0002752405,0.05853989689,0.02092259706,11.09620499
43.21868205,-1.425058951,-0.08597932235,0.1394725097,0.0636314855,0.2184140016,0.1185251141,41.7936231
0,-38.228785,0.04048273032,-0.01305668528,0.009842074283,0.00786317998,-0.131443186,-38.228785
19.68148997,-5.850328031,0.05179707653,-0.08599648969,0.01535919446,0.03244388464,0.04550651156,13.83116194
9.958350114,-24.86888789,0.08672834474,0.04048273032,0.04146380657,-0.09101366751,-0.005021496131,-14.91053777
39.094882,0,0.03415255933,0.05179707653,0.1083673422,0.09732715913,0.05680421841,39.094882
22.126585,0,0.07306154507,0.08671113206,0.1488530315,0.08170249355,0.02987274178,22.126585
19.01978157,-8.036527426,0.05530928785,0.03413536546,0.1770483327,0.09097617783,0.004278534301,10.98325415
36.8257083,-3.8396117,-0.06371906058,0.0730787405,0.2872753697,0.1029561123,0.06879726268,32.9860966
2.596076744,-26.73229226,-0.04130018832,0.05530928785,0.1947728608,0.05959018858,-0.01346153384,-24.13621551
4.732162929,-19.02615507,-0.0265106974,-0.0637019012,0.1234794294,0.005034365126,-0.0502642954,-14.29399214
19.90923801,-15.04395799,0.0526558747,-0.04131735386,0.01388314958,-0.05475616252,0.008951440924,4.865280029
0,-25.685566,0.1112782146,-0.0265106974,0.1100070453,-0.07676166739,-0.03545896424,-25.685566
53.06628012,-2.301647885,0.03040929085,0.0526558747,0.1526741187,0.06161202909,0.08812889366,50.76463223
48.877737,0,0.1201670528,0.1112610097,0.1808345009,0.07577979227,0.02312892254,48.877737
16.3202651,-28.0121179,0.2878992538,0.03042646677,0.1312475582,0.1185649839,0.007313024755,-11.69185279
79.17522945,-4.904595547,0.1201428477,0.1201842402,0.2143391039,0.1433237687,0.1128629617,74.27063391
68.85726286,-11.39515314,0.03115146957,0.2878992538,0.3852577982,0.2952333327,0.1748389637,57.46210972
57.2660077,-28.9330503,-0.03466209849,0.1201428477,0.2614868608,0.2331414062,-0.05774821334,28.3329574
35.12515955,-0.004388450716,-0.03102199242,0.02800120837,0.3610030809,0.2060448981,0.08579896908,35.1207711
0.005833786761,-45.81856121,0.04286296511,-0.03466209849,0.2906211578,-0.09239029508,-0.1203748921,-45.81272743
31.53254637,-0.1016086349,-0.1557058127,-0.03103909797,0.3713398798,0.05475036011,0.09949249746,31.43093773
0.00591893354,-33.92732707,-0.106306667,0.05290732429,0.3601976369,-0.07756352321,-0.05249217153,-33.92140813
5.205720883,-30.48000012,0.01321714814,-0.1616526117,0.1623317251,-0.05636823087,-0.109217771,-25.27427923
9.372802895,-22.85178611,-0.04841003713,-0.106306667,0.1421061477,-0.1587430358,0.00291428688,-13.47898321
15.19134324,-14.46215876,-0.06509999311,0.01321714814,0.1450997134,-0.09601505828,0.01031970515,0.7291844754
4.808920496,-22.7260275,0.02233016852,-0.04839290306,-0.02652504431,-0.04549716106,-0.05870654987,-17.91710701
13.11990501,-9.540467986,-0.04229625076,-0.06509999311,-0.210539648,-0.05478700609,-0.006397198816,3.579437029
